duration_sec,ecg_method,sampling_rate_Hz,r_peak_count,rr_count_raw,rr_count_valid,rr_removed_count,rr_removed_percent,mean_r_peak_amplitude_cleaned,std_r_peak_amplitude_cleaned,Mean_RR_ms,Median_RR_ms,Mean_HR_bpm,Mean_inst_HR_bpm,Min_HR_bpm,Max_HR_bpm,HR_range_bpm,SDNN_ms,RMSSD_ms,SDSD_ms,NN50,pNN50_percent,CVRR,RR_IQR_ms,VLF_power_ms2,LF_power_ms2,HF_power_ms2,Total_power_ms2,LF_HF_ratio,LFnu_percent,HFnu_percent,LF_peak_Hz,HF_peak_Hz,SD1_ms,SD2_ms,SD1_SD2_ratio,ApEn,SampEn,Exploratory_EDR_rate_Hz,Exploratory_EDR_rate_bpm,Exploratory_EDR_variability_sec,EECG_mean,EECG_std,mean_RR_decrease_ms,mean_RR_increase_ms
603.232,pantompkins1985,250,750,749,749,0,0.0,0.3836549278093644,0.03494226378388702,804.0,791.9999999999732,74.62686567164178,76.02914116554787,56.60377358490554,129.3103448275866,72.70657124268105,109.15347581924483,60.28027231148466,60.32022728583038,246,32.887700534759354,0.1357630296259264,188.00000000004502,335.67255925397916,10402.348144577441,827.0114459880366,11671.90045758233,12.578239630226255,92.63527506338951,7.364724936610482,0.08,0.15666666666666668,42.65284175652448,148.35665693502875,0.287502041618556,1.0620536961421063,0.9715140226373495,0.24732289675271718,14.839373805163032,1.6490930076098662,0.0617877291838299,0.09005898812451198,39.51573849879062,51.18012422360428
