duration_sec,r_peak_count_raw,rr_count_raw,rr_count_valid,rr_removed_count,Mean_RR_ms,Mean_HR_bpm,Mean_inst_HR_bpm,SDNN_ms,RMSSD_ms,NN50,pNN50_percent,CVRR,HR_range_bpm,EDR_rate_Hz,EDR_rate_bpm,EDR_variability_sec,EECG_mean,EECG_std,mean_RR_decrease_ms,mean_RR_increase_ms,LF_power_ms2,HF_power_ms2,LF_HF_ratio,LFnu_percent,HFnu_percent,Total_power_ms2,LF_peak_Hz,HF_peak_Hz,ApEn,SampEn
603.232,750,749,749,0,803.9946595460614,74.62736137311688,76.07097786351737,109.16964168956747,67.96161231653399,251,33.55614973262032,0.13578403835568395,143.39622641508686,0.21668978024322597,13.001386814593557,1.9142507601692598,0.3422928867422976,0.2326573258416469,41.84766584766635,52.574923547401326,9989.262230923634,1105.4371585279534,9.036481317694943,90.036348712801,9.963651287199008,11495.14637212749,0.08,0.15666666666666668,1.0932952082285672,0.9853995386693344
